brand,mentions,engagement,pos_share,norm_mentions,norm_engagement,sov_score,sov_pct
Atomberg,94.0,10.060456210217094,0.41379310344827586,1.0,1.0,0.9120689655172414,32.52641780981091
Orient,35.0,4.053939931911808,1.0,0.3723404255319149,0.4029578626657854,0.4772054646989823,17.018213438631303
Havells,42.0,2.1362520134804455,1.0,0.44680851063829785,0.2123414653215162,0.4477237681816796,15.966830248413865
Bajaj,32.0,1.9856699850905453,1.0,0.3404255319148936,0.19737375160720436,0.3892935790199683,13.88307910981186
Crompton,16.0,2.304921309782252,1.0,0.1702127659574468,0.22910703666116491,0.3152938458101311,11.244083232090368
Usha,12.0,1.3990162226131646,1.0,0.1276595744680851,0.13906091268429419,0.26250110667354554,9.361376161241704
